Analysis,Lithology (Name given by cited author),Lithology (Lithology Code see explanati...),Description (Data Type),Reference,Th [mg/kg],U [mg/kg],La [mg/kg],Ce [mg/kg],Pr [mg/kg],Sr [mg/kg],Nd [mg/kg],Sm [mg/kg],Eu [mg/kg],Gd [mg/kg],Tb [mg/kg],Dy [mg/kg],Y [mg/kg],Ho [mg/kg],Er [mg/kg],Tm [mg/kg],Yb [mg/kg],Lu [mg/kg],Mn [mg/kg],Ba [mg/kg],Sm norm,Eu norm,Gd norm,Tb norm,Eu norm (Anom Arithmetic),Eu norm (EuAnom Shields and Stille (2...),Eu norm (EuAnom Lawrence and Kamber (2...),LREE norm (La-Nd),Sr/Y,Imputed_Tb,Imputed_Dy,Imputed_Tm,Imputed_Y,Imputed_Ho,Imputed_Nd,Imputed_Er,Imputed_La,Imputed_Pr,Imputed_Sm,Imputed_Gd,Imputed_Yb,Imputed_Lu
AGC111,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.067,4.46,2.92,5.85,1.62,823.6,9.35,3.93,2.08,6.98,1.74,16.5,166.1,5.08,18.8,3.31,23.5,4.27,136.4,,26.6,36.9,35.1,48.2,1.199,1.211,1.141,20,4.958,1.74,16.5,3.31,166.1,5.08,9.35,18.8,2.92,1.62,3.93,6.98,23.5,4.27
AGC112,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.084,6.6,2.85,10.8,2.26,361.5,16.9,8.54,3.7,15.85,3.36,26.22,197.1,6.75,20.27,2.6,15.24,2.73,98.1,,57.7,65.7,79.6,93.1,0.957,0.969,0.971,33,1.834,3.36,26.22,2.6,197.1,6.75,16.9,20.27,2.85,2.26,8.54,15.85,15.24,2.73
AGC113,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.46,6.24,4.09,9.11,2.67,498.1,15.4,6.45,2.79,9.68,2.097,16.75,135.4,4.4,14.91,2.27,15.69,2.787,107.02,,43.6,49.6,48.6,58.1,1.075,1.076,1.033,31,3.679,2.097,16.75,2.27,135.4,4.4,15.4,14.91,4.09,2.67,6.45,9.68,15.69,2.787
AGC114,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.0373,5.11,3.88,11.36,2.67,453.5,18.59,10.78,4.76,22.45,5.66,47.3,373,12.59,41.2,5.93,36,5.97,115.4,,72.8,84.5,112.8,156.8,0.911,0.933,0.899,37,1.216,5.66,47.3,5.93,373,12.59,18.59,41.2,3.88,2.67,10.78,22.45,36,5.97
AGC115,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.093,7.97,1.104,3.74,0.793,559.2,6.58,5.32,3.21,14.87,3.73,34.3,272.5,9.76,32.53,5,31.65,5.51,105.3,,35.9,57,74.7,103.3,1.03,1.1,1.116,12,2.052,3.73,34.3,5,272.5,9.76,6.58,32.53,1.104,0.793,5.32,14.87,31.65,5.51
AGC116,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.0472,3.44,0.859,3.18,0.674,569.7,4.5,3.03,2.19,6.82,1.553,14.1,129.3,4.122,15.02,2.436,17.1,3.23,116.9,,20.5,38.9,34.3,43,1.421,1.469,1.483,9,4.406,1.553,14.1,2.436,129.3,4.122,4.5,15.02,0.859,0.674,3.03,6.82,17.1,3.23
AGC117,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.144,10.86,2.5,10.76,2.2,350.1,16.6,10.35,5.62,20.96,4.46,35.2,254,8.8,27.5,3.77,22.8,3.95,78.5,,69.9,99.8,105.3,123.5,1.139,1.163,1.181,32,1.378,4.46,35.2,3.77,254,8.8,16.6,27.5,2.5,2.2,10.35,20.96,22.8,3.95
AGC118,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.565,12.47,5.39,12.61,3.26,633.6,21.8,11.53,5.64,24.15,5.7,48.1,374.5,12.51,42.1,6.3,41.8,6.51,126.8,,77.9,100.2,121.4,157.9,1.005,1.03,1.016,43,1.692,5.7,48.1,6.3,374.5,12.51,21.8,42.1,5.39,3.26,11.53,24.15,41.8,6.51
AGC119,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.614,21.19,3.65,13.93,3.26,452.4,22.8,16.44,7.56,39.2,9.15,75.5,554,19.94,66,9.57,58.5,8.93,122.9,,111.1,134.3,197,253.5,0.872,0.908,0.918,44,0.817,9.15,75.5,9.57,554,19.94,22.8,66,3.65,3.26,16.44,39.2,58.5,8.93
AGC120,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.106,5.24,5.82,11.65,3.07,610.9,20.5,7.55,2.74,12.31,2.68,23.04,202.5,6.87,24.61,3.89,28.32,4.88,120.7,,51,48.7,61.9,74.2,0.862,0.866,0.842,41,3.017,2.68,23.04,3.89,202.5,6.87,20.5,24.61,5.82,3.07,7.55,12.31,28.32,4.88
AGC121,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,1.44,4.03,14.32,25.86,6.59,537.4,36.1,14.57,6.55,25.53,5.55,45.1,372,11.67,38.7,5.94,38.1,6.03,120.7,,98.4,116.3,128.3,153.7,1.026,1.035,1.019,83,1.445,5.55,45.1,5.94,372,11.67,36.1,38.7,14.32,6.59,14.57,25.53,38.1,6.03
AGC122,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.0355,3.65,0.865,3.91,0.839,413.8,6.59,3.92,2.1,8.21,2.066,19.22,173.9,5.84,20.06,2.92,17.51,3.07,94.74,,26.5,37.3,41.3,57.2,1.101,1.128,1.089,12,2.38,2.066,19.22,2.92,173.9,5.84,6.59,20.06,0.865,0.839,3.92,8.21,17.51,3.07
AGC123,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.081,3.39,1.129,4.16,0.876,777.3,7.73,4.99,2.71,14.11,3.069,27.87,221.5,7.88,25.56,3.65,23.36,3.645,119.7,,33.7,48.1,70.9,85,0.92,0.984,1.049,14,3.509,3.069,27.87,3.65,221.5,7.88,7.73,25.56,1.129,0.876,4.99,14.11,23.36,3.645
AGC124,Amphibolite facies Orthogneiss,LM,Spot,Henrichs et al. 2018,0.208,4.712,2.22,8.22,1.64,552.6,13.7,8.43,4.15,20.92,4.85,42.1,334.8,11.24,38.2,5.58,37.7,5.57,112.2,,57,73.7,105.1,134.3,0.91,0.953,0.972,26,1.651,4.85,42.1,5.58,334.8,11.24,13.7,38.2,2.22,1.64,8.43,20.92,37.7,5.57
AGC21,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.035,0.334,5.09,13.55,2.92,507.4,17.9,6.72,1.71,8.03,1.242,8.22,46.6,1.747,4.8,0.618,4.15,0.676,396.8,,45.4,30.4,40.4,34.4,0.708,0.71,0.734,39,10.888,1.242,8.22,0.618,46.6,1.747,17.9,4.8,5.09,2.92,6.72,8.03,4.15,0.676
AGC22,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0049,0.0749,4.7,17.22,3.09,462,20.65,7.15,1.867,8.18,0.993,4.96,19.07,0.671,1.29,0.151,0.808,0.125,203.2,,48.3,33.2,41.1,27.5,0.742,0.744,0.828,46,24.227,0.993,4.96,0.151,19.07,0.671,20.65,1.29,4.7,3.09,7.15,8.18,0.808,0.125
AGC23,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0117,0.425,6.25,14.29,3.27,510.4,21.6,6.85,1.79,8.34,1.29,7.85,48.8,1.78,4.71,0.538,3.5,0.753,488.4,,46.3,31.8,41.9,35.7,0.721,0.722,0.749,45,10.459,1.29,7.85,0.538,48.8,1.78,21.6,4.71,6.25,3.27,6.85,8.34,3.5,0.753
AGC24,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0288,0.382,7.8,14.61,3.62,514.6,19.74,6.85,1.92,8.4,1.264,8.08,48.3,1.673,5.1,0.694,4.07,0.734,456.7,,46.3,34.1,42.2,35,0.771,0.772,0.809,46,10.654,1.264,8.08,0.694,48.3,1.673,19.74,5.1,7.8,3.62,6.85,8.4,4.07,0.734
AGC25,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.048,0.444,10.31,15.68,4.15,498.3,21.86,7.32,1.88,9.4,1.318,8.6,51.9,1.841,5.12,0.619,4.26,0.82,475.4,,49.5,33.4,47.2,36.5,0.691,0.691,0.747,52,9.601,1.318,8.6,0.619,51.9,1.841,21.86,5.12,10.31,4.15,7.32,9.4,4.26,0.82
AGC26,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.025,0.402,9.02,19.69,4.43,618,25.66,8.03,2.12,9.91,1.466,9.35,55.1,1.958,5.47,0.679,4.53,0.772,540.3,,54.3,37.7,49.8,40.6,0.724,0.724,0.764,59,11.216,1.466,9.35,0.679,55.1,1.958,25.66,5.47,9.02,4.43,8.03,9.91,4.53,0.772
AGC27,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,7.88,1.406,95.5,221.7,29.6,631.3,138.1,28.02,5.93,21.26,2.45,12.8,64.1,2.324,5.82,0.775,4.75,0.857,600,,189.3,105.3,106.8,67.9,0.711,0.741,0.783,485,9.849,2.45,12.8,0.775,64.1,2.324,138.1,5.82,95.5,29.6,28.02,21.26,4.75,0.857
AGC28,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.054,0.362,4.16,15.88,3.23,580.6,21.79,8.09,2.177,10.43,1.493,9.27,55.1,1.992,5.77,0.741,4.38,0.842,645.3,,54.7,38.7,52.4,41.4,0.722,0.722,0.776,45,10.537,1.493,9.27,0.741,55.1,1.992,21.79,5.77,4.16,3.23,8.09,10.43,4.38,0.842
AGC29,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.057,0.43,12.45,20.42,4.94,517.1,28.4,8.55,2.13,10.03,1.366,8.69,53.15,1.845,5.21,0.693,4.39,0.782,666.3,,57.8,37.8,50.4,37.8,0.699,0.701,0.754,66,9.729,1.366,8.69,0.693,53.15,1.845,28.4,5.21,12.45,4.94,8.55,10.03,4.39,0.782
AGC210,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.01,0.163,3.89,16.6,3.17,734.6,23.31,7.96,2.27,10.23,1.44,8.77,52.9,1.91,5,0.619,4.11,0.723,775,,53.8,40.3,51.4,39.9,0.767,0.767,0.828,47,13.887,1.44,8.77,0.619,52.9,1.91,23.31,5,3.89,3.17,7.96,10.23,4.11,0.723
AGC211,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.046,0.337,7.9,15.62,3.71,561,21.5,6.76,1.87,9.06,1.282,8.07,48.1,1.71,4.79,0.628,4.05,0.711,766,,45.7,33.2,45.5,35.5,0.728,0.728,0.791,49,11.663,1.282,8.07,0.628,48.1,1.71,21.5,4.79,7.9,3.71,6.76,9.06,4.05,0.711
AGC212,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0065,0.279,4.12,17.32,3.35,679.3,23.5,8.54,2.39,10.78,1.511,9.76,56.8,1.89,5.52,0.721,4.64,0.791,835,,57.7,42.5,54.2,41.9,0.759,0.759,0.819,48,11.96,1.511,9.76,0.721,56.8,1.89,23.5,5.52,4.12,3.35,8.54,10.78,4.64,0.791
AGC213,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,2.03,0.702,23.4,54.8,8.98,501.1,48.4,13.4,3.18,15.9,2.15,12.6,76.3,2.72,7.8,1.05,6.45,1.2,746,,90.5,56.5,79.9,59.6,0.663,0.664,0.717,136,6.567,2.15,12.6,1.05,76.3,2.72,48.4,7.8,23.4,8.98,13.4,15.9,6.45,1.2
AGC214,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.026,0.458,3.71,11.97,2.69,504.4,19.2,6.52,2.05,10.39,1.22,8.51,49.4,1.87,5.16,0.656,3.9,0.716,816,,44.1,36.4,52.2,33.8,0.756,0.759,0.903,38,10.211,1.22,8.51,0.656,49.4,1.87,19.2,5.16,3.71,2.69,6.52,10.39,3.9,0.716
AGC215,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.025,0.395,5.89,12.12,3.05,490,16.7,6.3,1.86,8.35,1.062,7.24,43.1,1.55,4.09,0.58,3.58,0.682,790,,42.6,33,42,29.4,0.782,0.782,0.878,38,11.369,1.062,7.24,0.58,43.1,1.55,16.7,4.09,5.89,3.05,6.3,8.35,3.58,0.682
AGC216,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.113,0.319,7.33,17.7,3.98,635,23.4,7.85,2.28,11.23,1.369,8.61,53.6,1.804,4.91,0.648,4.28,0.839,898,,53,40.5,56.4,37.9,0.74,0.74,0.854,52,11.847,1.369,8.61,0.648,53.6,1.804,23.4,4.91,7.33,3.98,7.85,11.23,4.28,0.839
AGC217,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.041,0.463,6.75,15.01,3.39,507.5,22.1,7.25,2.15,10.46,1.271,7.7,51.1,1.72,5.02,0.699,4.47,0.774,765,,49,38.2,52.6,35.2,0.752,0.753,0.87,47,9.932,1.271,7.7,0.699,51.1,1.72,22.1,5.02,6.75,3.39,7.25,10.46,4.47,0.774
AGC218,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.273,0.398,7.3,23,4.33,576.9,25.7,9.2,2.84,12.91,1.634,9.69,60.1,2.136,6.25,0.783,4.82,0.927,808,,62.2,50.4,64.9,45.3,0.794,0.794,0.902,60,9.599,1.634,9.69,0.783,60.1,2.136,25.7,6.25,7.3,4.33,9.2,12.91,4.82,0.927
AGC219,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.018,0.438,4.28,12.54,2.9,537,18.5,7.2,1.84,9.76,1.27,6.94,45.9,1.81,5.2,0.583,3.95,0.76,739,,48.6,32.7,49,35.2,0.669,0.669,0.748,38,11.699,1.27,6.94,0.583,45.9,1.81,18.5,5.2,4.28,2.9,7.2,9.76,3.95,0.76
AGC220,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.05,0.39,10.94,17.74,4.19,497,22.4,7.85,2.14,10.94,1.26,8.39,51.5,1.93,4.95,0.67,4.37,0.808,653,,53,38,55,34.9,0.704,0.704,0.824,55,9.65,1.26,8.39,0.67,51.5,1.93,22.4,4.95,10.94,4.19,7.85,10.94,4.37,0.808
AGC221,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.013,0.091,2.63,7.44,0.98,344,6.34,1.48,0.704,2.11,0.299,2.03,14.29,0.464,1.49,0.189,1.25,0.154,464,,10,12.5,10.6,8.3,1.214,1.214,1.332,17,24.073,0.299,2.03,0.189,14.29,0.464,6.34,1.49,2.63,0.98,1.48,2.11,1.25,0.154
AGC222,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.498,7.15,5.52,14.89,3.64,368,19.9,8.81,5.31,16.5,2.91,23.4,181,5.51,19.16,2.61,15.6,3.21,591,,59.5,94.3,82.9,80.6,1.324,1.342,1.432,44,2.033,2.91,23.4,2.61,181,5.51,19.9,19.16,5.52,3.64,8.81,16.5,15.6,3.21
AGC223,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0228,0.331,5.47,17.88,3.54,611,22.9,8.78,2.55,12.68,1.483,9.34,58.2,2.171,5.92,0.829,4.91,0.878,541,,59.3,45.3,63.7,41.1,0.736,0.737,0.863,50,10.498,1.483,9.34,0.829,58.2,2.171,22.9,5.92,5.47,3.54,8.78,12.68,4.91,0.878
DC8/11/1a1,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0525,0.43,4.58,14.48,2.15,353.2,12.75,3.45,1.082,5.49,0.728,5.42,37.69,1.235,3.75,0.461,3.31,0.604,204.7,,23.3,19.2,27.6,20.2,0.755,0.758,0.865,34,9.371,0.728,5.42,0.461,37.69,1.235,12.75,3.75,4.58,2.15,3.45,5.49,3.31,0.604
DC8/11/1a2,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.028,0.312,5.74,18.05,2.76,457.2,15.6,4.38,1.53,6.36,0.791,5.23,43.4,1.454,4.56,0.636,4.32,0.811,255.4,,29.6,27.2,32,21.9,0.883,0.884,1.015,42,10.535,0.791,5.23,0.636,43.4,1.454,15.6,4.56,5.74,2.76,4.38,6.36,4.32,0.811
DC8/11/1a3,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0239,0.1004,3.66,11.02,1.594,427.4,9.31,2.57,0.716,3.93,0.511,4.43,33.74,1.166,3.65,0.513,2.68,0.424,208.1,,17.4,12.7,19.7,14.2,0.685,0.687,0.784,26,12.667,0.511,4.43,0.513,33.74,1.166,9.31,3.65,3.66,1.594,2.57,3.93,2.68,0.424
DC8/11/1a4,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,1.68,0.465,13.29,44.92,7.12,522.3,42.1,12.21,4.01,18.12,1.687,8.66,47.28,1.612,4.02,0.483,3.33,0.592,249.6,,82.5,71.2,91.1,46.7,0.821,0.822,1.043,107,11.047,1.687,8.66,0.483,47.28,1.612,42.1,4.02,13.29,7.12,12.21,18.12,3.33,0.592
DC8/11/1a5,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.056,0.131,5.51,17.67,2.59,452.2,14.5,4.06,1.834,5.71,0.582,3.79,21.84,0.747,1.92,0.247,1.47,0.233,179.9,,27.4,32.6,28.7,16.1,1.161,1.161,1.418,40,20.705,0.582,3.79,0.247,21.84,0.747,14.5,1.92,5.51,2.59,4.06,5.71,1.47,0.233
DC8/11/1a6,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,1.26,0.675,9.18,29.4,4.53,477.2,23.6,6.54,2.48,10.95,1.289,9.7,80,2.69,8.44,1.26,7.54,1.292,336.2,,44.2,44,55,35.7,0.888,0.893,1.07,67,5.965,1.289,9.7,1.26,80,2.69,23.6,8.44,9.18,4.53,6.54,10.95,7.54,1.292
DC8/11/1a7,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,1.827,0.817,10.7,38.5,6.74,400,40.1,12.18,4.22,18.86,2.36,19.77,152.3,5.21,16.94,2.202,13.67,2.189,319.5,,82.3,75,94.8,65.4,0.847,0.849,0.983,96,2.626,2.36,19.77,2.202,152.3,5.21,40.1,16.94,10.7,6.74,12.18,18.86,13.67,2.189
DC8/11/1a8,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0293,0.108,7.42,24.01,3.79,498.4,21.81,6.08,2.09,8.95,0.81,4.45,24.52,0.866,2.1,0.288,1.66,0.265,226.2,,41.1,37.1,45,22.4,0.863,0.864,1.105,57,20.326,0.81,4.45,0.288,24.52,0.866,21.81,2.1,7.42,3.79,6.08,8.95,1.66,0.265
DC8/11/1a9,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.081,0.108,6.28,21.3,3.63,455.9,19.8,6.19,2.29,9.9,1.039,5.58,30.1,1.105,2.77,0.347,1.98,0.331,170.4,,41.8,40.7,49.7,28.8,0.888,0.892,1.102,51,15.146,1.039,5.58,0.347,30.1,1.105,19.8,2.77,6.28,3.63,6.19,9.9,1.98,0.331
DC8/11/1a10,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.08,0.081,6.23,14.04,1.829,471.9,8.97,2.15,1.024,3.27,0.299,1.86,11.57,0.351,1.097,0.126,0.986,0.139,183.8,,14.5,18.2,16.4,8.3,1.175,1.177,1.51,31,40.787,0.299,1.86,0.126,11.57,0.351,8.97,1.097,6.23,1.829,2.15,3.27,0.986,0.139
DC8/11/1a11,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.029,0.072,4.39,15.32,2.84,467.7,16.81,5.64,2.07,9.92,1.017,7.92,55,1.966,5.96,0.721,3.71,0.599,208.4,,38.1,36.8,49.8,28.2,0.836,0.844,1.067,39,8.504,1.017,7.92,0.721,55,1.966,16.81,5.96,4.39,2.84,5.64,9.92,3.71,0.599
DC8/11/1a12,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,1.7,0.451,11.85,34.8,5.78,463.2,34.9,11.08,3.83,18.84,1.99,13.68,90.4,3.29,9.87,1.389,7.46,1.238,197.6,,74.9,68,94.7,55.1,0.803,0.808,1.006,87,5.124,1.99,13.68,1.389,90.4,3.29,34.9,9.87,11.85,5.78,11.08,18.84,7.46,1.238
DC8/11/1a13,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.052,0.553,7.41,20.18,2.9,406.1,16.1,4.62,1.07,7.2,0.706,4.55,24.64,0.914,2.35,0.261,1.65,0.292,283.9,,31.2,19,36.2,19.6,0.564,0.566,0.712,47,16.481,0.706,4.55,0.261,24.64,0.914,16.1,2.35,7.41,2.9,4.62,7.2,1.65,0.292
DC8/11/1a14,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.91,0.376,9.22,33.1,5.77,498.2,35.4,11.38,3.56,17.8,1.66,8.2,30.6,1.192,2.43,0.229,1.18,0.204,157.4,,76.9,63.2,89.4,46,0.76,0.762,0.976,83,16.281,1.66,8.2,0.229,30.6,1.192,35.4,2.43,9.22,5.77,11.38,17.8,1.18,0.204
DC8/11/1a15,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.061,0.0646,4.39,16.23,2.87,483.3,17.5,6.4,2.37,13.26,1.432,8.23,34.4,1.287,2.55,0.181,0.9,0.102,139.9,,43.2,42.1,66.6,39.7,0.766,0.784,1.002,41,14.049,1.432,8.23,0.181,34.4,1.287,17.5,2.55,4.39,2.87,6.4,13.26,0.9,0.102
DC8/11/1a16,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.112,0.76,8.48,19.91,2.41,423.8,12.15,3.1,0.904,5.59,0.517,3.38,18.9,0.706,1.82,0.26,1.71,0.301,320.6,,20.9,16.1,28.1,14.3,0.655,0.662,0.87,43,22.423,0.517,3.38,0.26,18.9,0.706,12.15,1.82,8.48,2.41,3.1,5.59,1.71,0.301
DC8/11/1a17,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,2.1,0.875,13.72,45.6,7.12,415.2,40.8,12.25,4.29,20.1,1.87,9.15,40.4,1.56,3.22,0.368,2.18,0.359,257.1,,82.8,76.2,101,51.8,0.829,0.833,1.076,107,10.277,1.87,9.15,0.368,40.4,1.56,40.8,3.22,13.72,7.12,12.25,20.1,2.18,0.359
DC8/11/1a18,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.185,0.143,10.08,22.62,3.42,485.2,19.67,5.82,2.31,9.36,0.959,6.54,42.6,1.479,4.21,0.541,3.13,0.454,174.1,,39.3,41,47,26.6,0.95,0.954,1.189,56,11.39,0.959,6.54,0.541,42.6,1.479,19.67,4.21,10.08,3.42,5.82,9.36,3.13,0.454
DC8/11/1a19,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0097,0.099,4.64,14.18,2.09,493.6,11.55,3.22,1.82,6.07,0.666,3.68,18.27,0.696,1.31,0.129,0.58,0.064,159.3,,21.8,32.3,30.5,18.4,1.237,1.255,1.57,32,27.017,0.666,3.68,0.129,18.27,0.696,11.55,1.31,4.64,2.09,3.22,6.07,0.58,0.064
DC8/11/1a20,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0121,0.081,4.2,13.15,2,444.3,11.44,3.22,0.982,4.98,0.608,4.64,34,1.207,3.68,0.454,2.64,0.384,256.7,,21.8,17.4,25,16.8,0.746,0.748,0.873,31,13.068,0.608,4.64,0.454,34,1.207,11.44,3.68,4.2,2,3.22,4.98,2.64,0.384
DC8/11/1a21,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.157,2.757,8.3,24.61,3.52,377.9,18.3,4.27,1.235,6.05,0.743,4.59,30.38,0.984,2.93,0.357,2.43,0.383,297.9,,28.9,21.9,30.4,20.6,0.74,0.741,0.851,55,12.439,0.743,4.59,0.357,30.38,0.984,18.3,2.93,8.3,3.52,4.27,6.05,2.43,0.383
DC8/11/1a22,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.92,0.731,6.86,28.3,5.44,380.3,35.1,11.47,4.33,18,1.774,9.8,54.9,1.91,5.01,0.607,3.88,0.647,286.6,,77.5,76.9,90.5,49.1,0.916,0.919,1.155,76,6.927,1.774,9.8,0.607,54.9,1.91,35.1,5.01,6.86,5.44,11.47,18,3.88,0.647
DC8/11/1a23,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0214,0.096,4.55,13.04,1.92,410.4,9.86,2.46,0.964,3.58,0.459,2.85,19.61,0.593,1.7,0.23,1.58,0.262,247.4,,16.6,17.1,18,12.7,0.989,0.99,1.126,29,20.928,0.459,2.85,0.23,19.61,0.593,9.86,1.7,4.55,1.92,2.46,3.58,1.58,0.262
DC8/11/1a24,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.464,0.266,7.57,27.9,4.81,441.9,30.3,10.47,2.95,15.88,1.531,7.09,24.3,1.001,1.78,0.14,0.781,0.125,178.8,,70.7,52.4,79.8,42.4,0.696,0.697,0.878,71,18.185,1.531,7.09,0.14,24.3,1.001,30.3,1.78,7.57,4.81,10.47,15.88,0.781,0.125
DC8/11/1a25,Amphibolite facies metabasite,LM,Spot,Henrichs et al. 2018,0.0089,0.049,4.33,12.08,1.677,406.1,8.73,2.22,0.951,3.87,0.467,3.4,24.09,0.789,2.64,0.337,2.33,0.374,228.3,,15,16.9,19.4,12.9,0.981,0.989,1.183,27,16.858,0.467,3.4,0.337,24.09,0.789,8.73,2.64,4.33,1.677,2.22,3.87,2.33,0.374
DC8/11/1b1,Amphibolite facies pelite,LM,Spot,Henrichs et al. 2018,0.326,8.45,26.6,89.3,16.8,194.7,107.7,59.7,10.06,155.4,34,203.9,749,30.14,64.3,7.14,37.9,4.55,102.5,,403.4,178.7,780.9,941.8,0.302,0.318,0.334,240,0.26,34,203.9,7.14,749,30.14,107.7,64.3,26.6,16.8,59.7,155.4,37.9,4.55
DC8/11/1b2,Amphibolite facies pelite,LM,Spot,Henrichs et al. 2018,0.203,5.88,34.2,119.2,22.8,206.7,156.8,88.1,11.8,172.5,35.3,209.6,808,32.46,72.6,8.34,46.27,5.69,155.4,,595.3,209.6,866.8,977.8,0.287,0.292,0.298,333,0.256,35.3,209.6,8.34,808,32.46,156.8,72.6,34.2,22.8,88.1,172.5,46.27,5.69
DC8/11/1b3,Amphibolite facies pelite,LM,Spot,Henrichs et al. 2018,0.691,9.84,40.6,124.9,25.3,207.2,155.6,80.4,12.4,196,43.8,238.7,819,34.49,72.3,7.69,39.77,4.61,108.8,,543.2,220.2,984.9,1213.3,0.288,0.301,0.31,346,0.253,43.8,238.7,7.69,819,34.49,155.6,72.3,40.6,25.3,80.4,196,39.77,4.61
DC8/11/1b4,Amphibolite facies pelite,LM,Spot,Henrichs et al. 2018,0.332,6.76,33.1,109.3,20.9,210.1,143.7,74.2,11.57,157,33,200.9,780,31.4,70.9,8.4,47.5,5.92,141,,501.4,205.5,788.9,914.1,0.319,0.327,0.336,307,0.269,33,200.9,8.4,780,31.4,143.7,70.9,33.1,20.9,74.2,157,47.5,5.92
DC8/11/1b5,Amphibolite facies pelite,LM,Spot,Henrichs et al. 2018,0.371,7.35,44.9,137,26.6,205.8,162,77.1,11.9,179,38.3,225.2,827,33.9,71.4,7.77,38.89,4.64,131.3,,520.9,211.4,899.5,1060.9,0.298,0.309,0.32,371,0.249,38.3,225.2,7.77,827,33.9,162,71.4,44.9,26.6,77.1,179,38.89,4.64
